Flood,Aspect,Rainfall,CurvPlan,DEM,NDVI,FlowAccum,FlodDistH,FlodDistV,Hillshade,Slope,SPI,TWI
0,325,5768,-3,933,7570,6,5036,829,252,43,171,5
0,19,7087,-1,991,8153,1,6297,369,196,27,15,5
0,248,6886,0,105,5412,0,595,98,183,3,0,6
0,316,5429,1,1663,7865,0,4845,1029,202,8,0,5
0,233,7165,0,840,8156,2,1256,528,159,37,45,5
0,155,6375,0,125,6281,0,489,86,169,4,0,6
0,174,5741,0,1222,7437,3,3231,770,77,32,57,5
0,282,6705,0,794,7444,4,3334,415,208,12,26,7
0,298,6813,0,145,6169,0,3316,126,206,10,0,5
0,319,5618,0,1021,7362,1,1349,216,235,22,12,5
0,165,6651,0,212,7799,15,907,160,109,22,179,7
0,16,6050,1,383,7385,0,8465,326,198,18,0,4
0,48,5910,1,1110,6094,4,4983,818,160,24,53,6
0,15,6784,0,441,7009,0,3680,426,194,12,0,5
0,41,7045,0,527,7155,1,7080,487,177,15,8,5
0,346,6099,-1,1647,8235,7,6148,1472,232,29,115,6
0,199,6671,1,119,6949,0,1211,83,166,9,0,5
0,31,6626,1,406,7046,1,3127,368,183,21,12,5
0,307,6370,3,1176,6726,0,2703,657,236,24,0,4
0,360,6625,1,399,7977,0,2175,348,201,11,0,5
0,160,7158,1,1247,8334,0,2756,873,115,19,0,4
0,258,6886,0,71,5333,1,882,65,199,15,8,5
0,296,6924,1,44,4878,0,467,36,217,15,0,5
0,141,5894,0,724,7754,0,1179,266,93,24,0,4
0,81,7058,0,386,7914,1,1278,367,164,8,4,6
0,258,6959,0,58,6238,2,992,52,184,2,3,8
0,40,6833,1,611,8065,0,6920,591,176,19,0,4
0,237,6708,0,1276,8505,3,3290,580,179,24,40,6
0,312,6829,1,20,5230,0,902,18,190,3,0,6
0,208,6375,0,219,7365,0,1349,181,175,5,0,6
0,19,7196,0,161,7361,2,2634,141,188,7,7,7
0,146,7194,2,1065,8157,0,1581,588,93,24,0,4
0,320,6375,0,181,6979,2,2183,143,215,13,13,6
0,296,6924,0,44,4142,0,512,41,213,13,0,5
0,70,6834,0,1029,1953,99,5417,796,162,11,582,10
0,54,6845,1,23,4504,0,467,18,174,8,0,5
0,17,5540,1,1512,8580,0,5855,1029,198,30,0,4
0,70,6675,1,174,6849,0,5070,159,158,13,0,5
0,296,6789,0,44,5026,7,555,15,205,9,35,7
0,262,6503,-1,855,8116,24,5255,338,199,13,160,8
0,335,6857,0,704,8155,2,3040,325,214,13,14,6
0,167,6880,0,700,8398,2,3212,263,161,7,7,7
0,357,5667,0,1777,7230,29,7816,987,222,30,500,7
0,20,6824,1,846,6876,0,6223,812,196,25,0,4
0,311,6847,-1,628,7241,92,2619,395,226,18,890,9
0,135,6906,2,333,7488,3,4834,318,66,30,52,5
0,17,6848,1,927,4464,5,2046,311,194,37,114,5
0,202,5527,0,1178,9388,26,3958,765,148,19,265,8
0,305,7196,0,177,7057,1,1632,164,241,27,16,5
0,66,6886,0,102,5328,0,620,96,171,7,0,6
0,108,6319,0,564,9564,1,2225,513,138,13,7,6
0,211,6831,1,1470,1069,0,4374,1075,126,34,0,4
0,8,6554,-1,569,7543,3,2485,350,208,22,37,6
0,65,5888,-3,727,8498,3,2068,343,97,40,76,5
0,114,7075,-2,736,8978,2,5499,540,87,26,29,5
1,67,6717,0,4,4807,0,2395,2,179,1,0,7
1,171,6414,0,2,2771,0,235,1,179,0,0,9
1,41,6836,0,4,3973,2,1863,0,180,0,0,9
1,246,6829,0,4,2717,2,1181,2,180,0,0,11
1,231,6229,0,5,4606,2,115,0,180,1,1,9
1,346,6855,1,9,1783,0,180,6,195,6,0,6
1,209,6573,0,6,4175,2,836,2,180,0,0,9
1,101,6839,0,8,4441,0,786,5,177,1,0,7
1,-1,6573,0,4,4435,9,180,0,180,0,0,13
1,324,6770,0,4,4202,1,969,0,182,1,0,9
1,115,6770,0,5,3827,5,5727,1,179,0,1,11
1,135,6567,0,1,2799,36,30,0,180,0,0,14
1,242,7032,0,20,5244,0,1189,7,180,0,0,8
1,133,6546,0,3,3735,4,991,1,178,1,1,9
1,175,6573,0,3,3968,4,2670,1,178,1,2,9
1,135,6567,0,1,2799,36,30,0,180,0,0,14
1,-1,6556,0,3,4088,19,1863,0,180,0,0,13
1,30,6845,0,6,3418,391,2098,1,180,0,19,15
1,326,6573,0,5,3790,4,852,1,182,1,1,10
1,87,6259,0,18,2821,3,1399,16,174,3,4,8
1,72,6811,0,6,3450,0,5608,4,180,0,0,9
1,344,6952,0,14,4341,0,1749,4,184,1,0,7
1,178,6414,0,1,4428,0,507,1,180,0,0,10
1,111,6556,0,3,6436,0,4947,2,178,1,0,8
1,216,6845,0,13,5033,0,1259,4,180,0,0,9
1,354,6811,0,6,4378,0,1953,1,182,1,0,8
1,220,6829,0,4,3767,3,145,1,180,0,0,10
1,-1,6886,0,6,3532,4,592,4,180,0,0,12
1,2,6546,0,4,3880,9,1255,0,180,0,1,11
1,30,6884,0,9,4353,0,2402,3,182,3,0,6
1,2,6886,0,3,4226,4,1405,0,182,1,2,9
1,135,6567,0,1,2799,36,30,0,180,0,0,14
1,84,6937,0,11,3880,0,1969,7,179,0,0,9
1,31,6855,0,9,4615,0,429,6,180,0,0,9
1,202,6556,0,2,5154,0,1784,1,179,1,0,8
1,284,6845,0,13,6390,0,956,3,181,0,0,9
1,4,6530,0,2,4019,2,2009,1,180,0,0,11
1,238,6855,0,9,5531,0,6784,6,180,0,0,9
1,344,6884,0,9,3240,3,977,7,192,4,7,7
1,204,6924,0,8,2655,0,90,3,179,1,0,7
1,78,7196,0,25,4680,1,639,8,179,0,0,10
1,38,6839,0,9,4316,0,2392,6,180,2,0,7
1,185,6414,0,1,4037,0,770,1,179,0,0,8
1,60,6924,0,9,4749,0,1561,6,180,0,0,8
1,59,6556,0,2,1592,1,1305,1,179,0,0,9
1,31,6414,0,2,4064,0,1004,1,180,0,0,10
1,269,6845,0,9,4288,7,480,3,186,3,11,8
1,340,6950,0,15,3557,6,1511,5,188,3,9,8
1,123,6414,0,2,3286,0,150,2,178,1,0,8
1,73,6845,0,11,3782,1,372,6,179,1,0,8
1,209,6776,0,5,5547,0,1201,3,180,0,0,10
1,16,7032,0,20,4620,0,699,7,180,0,0,9
1,254,6717,0,4,5100,1,2429,2,182,2,1,8
1,166,6845,0,13,4124,0,1064,4,175,2,0,7
1,138,6440,0,4,5098,0,412,2,180,0,0,9
1,98,6366,0,3,4300,1,3292,1,178,1,0,9
1,100,6872,0,20,4099,0,387,3,176,2,0,7
1,287,6687,0,4,3091,0,3202,2,181,1,0,8
1,30,6884,0,8,4223,1,2412,6,182,2,1,7
1,259,6687,0,5,4284,0,3135,2,181,1,0,8
1,26,6884,0,9,4244,0,1656,6,182,2,0,7
1,207,7023,0,20,4775,0,420,4,179,1,0,8
1,-1,6366,0,2,3381,46,60,0,180,0,0,14
1,38,6564,0,5,3795,3,4204,4,180,0,0,11
1,-1,6229,0,8,5399,6,792,0,180,0,0,12
1,337,6872,0,18,4790,4,822,3,183,1,2,9
1,-1,6530,0,2,2746,2,532,0,180,0,0,11
1,119,6530,0,2,5145,1,180,0,180,0,0,10
1,347,6584,0,4,3004,10,2002,1,182,1,5,10
1,-1,6886,0,6,4146,6,2337,4,180,0,0,12
1,25,6855,0,8,4244,1,6802,5,180,0,0,10
1,17,6414,0,2,2938,0,615,1,180,0,0,9
1,250,6836,0,6,5667,1,1893,3,180,0,0,10
1,343,6770,0,3,4119,3,2684,0,181,0,0,10
1,182,6546,0,4,3615,0,1245,2,177,1,0,7
1,85,6414,0,2,3258,1,549,1,179,0,0,9
1,285,6959,0,11,3441,0,60,5,187,3,0,7
1,71,6770,0,3,5165,2,1943,0,179,0,0,9
1,249,6546,0,3,2775,1,1633,1,181,1,1,8
1,84,6414,0,1,3650,221,217,0,180,0,14,15
1,221,6546,0,3,2775,0,1556,2,180,0,0,8
1,122,6845,0,13,2987,2,8551,11,179,0,0,10
1,161,6556,0,3,4782,1,217,1,179,0,0,10
1,161,6567,0,2,3109,0,779,1,179,0,0,8
1,90,6941,0,20,3773,2,387,6,175,2,2,8
1,5,6776,0,5,5074,4,1736,2,180,0,0,11
1,318,6975,0,18,2533,0,210,3,181,0,0,9
1,273,6829,0,5,5372,1,772,3,181,1,0,8
1,-1,6717,0,4,4231,9,3355,0,180,0,0,13
1,143,6830,0,10,4001,24,1029,5,180,0,0,13
1,15,6770,0,4,4668,0,4420,0,180,0,0,9
1,180,6530,0,2,4120,10,115,0,180,0,0,12
1,169,6776,0,4,4567,0,2796,1,180,0,0,9
1,76,6221,0,2,3468,0,1291,2,180,0,0,9
1,308,6556,0,3,3937,1,1509,2,181,0,0,9
1,184,7196,0,20,5344,1,717,7,178,1,0,8
1,263,7196,0,14,3100,1,272,1,183,2,1,7
1,31,6770,0,4,5234,1,2338,0,180,1,0,8
1,343,6884,0,8,1140,4,630,6,182,1,2,9
1,345,6556,0,3,4001,0,5456,2,181,1,0,8
1,225,6845,0,7,3920,1,5251,5,180,1,1,8
1,43,6556,0,1,4111,0,372,0,180,1,0,8
1,345,6807,0,8,3888,0,2153,2,180,0,0,10
1,105,6937,0,9,4590,0,527,4,179,0,0,9
1,230,6855,0,8,4655,0,2343,5,180,1,0,8
1,98,6937,0,10,3453,2,1102,5,179,0,0,9
1,-1,6836,0,4,4191,59,726,1,180,0,0,14
1,108,6770,0,4,4976,1,477,0,176,1,1,8
1,187,6414,0,1,3047,0,132,0,179,1,0,8
1,225,6414,0,1,4934,1,1107,0,180,0,0,10
1,127,6855,0,7,3998,14,7291,5,179,0,1,12
1,240,6556,0,1,4202,9,1372,1,180,1,2,10
1,349,6994,0,10,4126,0,4622,7,182,1,0,8
1,2,6414,0,3,3629,0,1139,2,182,1,0,8
1,353,6836,0,3,3659,0,297,1,183,1,0,7
1,158,6845,0,12,2721,1,869,3,179,0,0,9
1,201,6937,0,10,4310,0,2637,5,180,0,0,9
1,277,6855,0,9,4184,3,7511,7,180,0,0,10
1,177,6414,0,2,3221,0,120,1,177,1,0,7
1,139,6937,0,8,3821,3,692,5,178,0,1,9
1,315,6937,0,8,5181,0,217,6,180,0,0,9
1,187,6414,0,1,4428,1,465,1,179,0,0,10
1,4,6975,0,20,2065,0,187,5,181,1,0,8
1,351,6872,0,16,5214,4,72,2,184,2,4,8
1,142,6530,0,3,2517,3,1076,1,179,0,0,11
1,140,6530,0,3,4019,0,90,0,178,1,0,8
1,39,6567,0,2,4491,5,1441,0,180,0,0,12
1,144,6556,0,2,3482,0,1197,1,180,0,0,9
1,55,6414,0,1,5075,3,560,0,180,0,0,10
1,304,6567,0,1,3655,2,270,0,180,0,0,11
1,219,6530,0,4,2732,0,295,1,179,1,0,7
1,257,6530,0,2,2707,0,200,0,180,0,0,10
1,304,6567,0,1,3655,2,270,0,180,0,0,11
1,113,6567,0,2,3170,0,967,1,180,0,0,9
1,215,6556,0,3,5120,0,3285,2,179,1,0,8
1,328,6556,0,3,4396,0,405,1,181,0,0,8
1,167,6836,0,2,3769,1,90,0,178,1,0,9
1,7,6556,0,3,3954,0,295,2,180,0,0,8
1,339,6836,0,3,3225,0,3440,2,181,0,0,9
1,192,6414,0,2,4023,0,549,1,179,0,0,8
1,233,6440,0,4,3651,0,255,3,180,1,0,7
1,146,6440,0,3,4901,0,979,2,174,2,0,7
1,36,6556,0,3,3878,49,6745,2,180,0,8,12
1,178,6414,0,4,3629,0,1157,3,179,0,0,8
1,112,6414,0,2,4015,0,816,0,180,0,0,10
1,233,6440,0,4,3651,0,255,3,180,1,0,7
1,300,6440,0,6,4562,0,772,4,188,3,0,6
1,145,6440,0,4,3595,1,1187,2,177,1,0,8
1,156,6440,0,4,3462,0,1671,2,178,1,0,8
1,314,6546,0,3,4372,1,115,1,182,1,0,9
1,301,6717,0,5,3978,0,2370,3,180,0,0,9
1,41,6546,0,4,4037,2,1753,2,180,0,0,10
1,254,6546,0,3,3818,0,1141,1,181,0,0,8
1,97,6530,0,3,3462,2,6013,2,178,1,1,9
1,63,6829,0,5,3487,0,1386,2,179,0,0,8
1,282,6717,0,3,4260,0,2256,1,182,1,0,8
1,21,6836,0,5,4412,0,555,3,181,1,0,8
1,41,6546,0,4,4037,2,1753,2,180,0,0,10
1,250,6836,0,3,4391,684,627,1,180,0,7,17
1,40,6414,0,2,4640,0,1045,1,180,1,0,8
1,291,6717,0,3,5302,0,4625,2,186,2,0,7
1,242,6546,0,4,2441,1,1527,0,180,0,0,9
1,308,6556,0,4,4929,0,3877,3,182,1,0,8
1,110,6717,0,3,5166,2,5602,2,179,0,0,9
1,-1,6836,0,4,4503,9,2022,0,180,0,0,13
1,190,6836,0,4,4908,1,779,2,177,1,1,8
1,232,6299,0,3,4155,59,1052,1,180,1,22,12
1,123,6836,0,3,3389,2,4052,1,178,1,1,9
1,111,6886,0,5,4383,0,585,1,179,0,0,9
1,50,6717,0,4,4267,1,2588,1,180,1,0,8
1,-1,6530,0,2,2851,23,120,0,180,0,0,13
1,96,6546,0,5,4226,10,677,1,179,0,2,11
1,131,6546,0,5,4506,2,1233,2,178,1,1,9
1,330,6717,0,4,5713,0,2237,1,181,0,0,8
1,17,6886,0,5,4703,1,1717,3,183,3,1,7
1,-1,6530,0,2,2746,1,477,0,180,0,0,11
1,10,6717,0,4,4559,0,3692,2,181,1,0,8
1,323,6776,0,4,4692,1,1362,2,184,1,1,8
1,159,6829,0,4,3776,0,145,0,180,0,0,9
1,344,6770,0,4,5256,0,2755,0,181,1,0,8
1,313,6530,0,2,4158,3,412,0,180,0,0,11
1,22,6530,0,2,4311,7,302,0,180,0,0,12
1,7,6770,0,4,3903,65,3110,1,180,0,1,14
1,311,6530,0,2,2494,3,991,0,180,0,0,11
1,343,6829,0,5,4306,0,692,2,181,0,0,8
1,55,6717,0,4,4495,0,3045,2,180,0,0,8
1,192,6839,0,6,4272,0,889,3,178,1,0,7
1,63,6845,0,8,3943,0,774,3,179,1,0,8
1,62,6967,0,251,4555,5,2160,242,134,28,79,6
1,325,6855,0,8,4244,0,6954,5,181,0,0,8
1,118,6872,0,11,3457,1,1589,8,176,1,1,8
1,104,7053,0,22,4463,2,759,9,177,1,1,9
